"","rev.date","rev.sum","rev.rating","rev.title","rev.pros","rev.cons"
"248","Feb 23, 2018","Account Manager","5.0","Current Employee - Account Manager in Denver, CO","Xero is the kind of company that, when you are willing to work hard, will always go the extra mile for you. I've had a few different situations, one of which was strictly personal, where Xero was willing to accomodate me and went out of their way to help me. I can approach an executive with an idea, and be listened to. Almost everyone at the company knows this is a team effort, just be respectful and people will help.","There isn't really much to say in terms of negatives. There is a little bit of the startup feel with the fast paced changes sometimes, but that's not really a negative, just good to know if you don't like that type of thing. The company isn't perfect, but I've worked for quite a few and this is about as close as it gets if you are respectful and work hard."
"249","Mar 7, 2018","Very nice place to work","4.0","Former Employee - Sales ","Fantastic offices, great salary, lots of input into staff comfort, awesome CEO","A culture struggle with middle-management as the shift towards profitability became more intense"
"250","Mar 8, 2018","Good coworkers, uphill battle","4.0","Former Employee - Anonymous Employee ","New Zealand culture in an SF office; flexible work hours; ideas and innovation valued","US business managed from NZ/Australia - management unfamiliar with US market's needs"
"251","Mar 16, 2018","Hypocritical company values at Xero","1.0","Former Employee - Education Specialist in San Francisco, CA","Good salary, smart coworkers, great location","Lot's of cheerleading about how important Xero's employees are to the company, but unfortunately actions speak louder than words. Management can't seem to decide on a vision to execute. There are constant restructures and layoffs- not due to lack of performance, but as a result of indecision by management. Makes for a hostile and unstable work environment."
"252","Mar 21, 2018","Potential to be great but held back by cultural identity discrepancies and inability to accept change","3.0","Former Employee - Anonymous Employee ","Some great people and huge talent. Company came from roots where culture is key and there are still remnants left but quickly evaporating.","Poor regional leadership that is a misfit for the brand and culture.  Leadership not accessible to employees with new ideas.  Leadership not fully open to change and progress."
"253","Mar 25, 2018","Customer service","5.0","Former Employee - Anonymous Employee ","Great work experience, great leadership, great opportunities to advance. Great training experience.","Although it was a great training experience I feel as though they put you on the phone systems and expect you to be great right away and it wasn’t realistic."
"254","Apr 4, 2018","If you promote everyone to be a manager, who is left to do the work?","2.0","Former Employee - Curriculum Specialist in San Francisco, CA","Great, and I mean *fantastic* customers, which makes Xero. If you’re in the right team, collaboration and mutual respect is there and makes it a great, positive and productive working environment.","In my 2.5 years at Xero I saw a lot of structural change, which was always fine, because in the US we were trying (and they still are) to find footing in the market. But put a hold on layoffs, there are so many great people who were forced out... when they can’t performance review you out they make up something. It was sad to see such a negative change in working environment in the last year or so. The #human became a..."
"255","Apr 6, 2018","Hypocrisy and favoritism at it's finest.","1.0","Current Employee - Customer Service Representative in Denver, CO","Free lunch once a week, that's about it. CEO Rod Drury has been great. Bottom level teammates that do the bulk of the actual work are mostly great people but unhappy with leadership.","Despite being a global company with over a million customers now and existing for 12 years they try to pass themselves off as a hip young startup, they are nothing of the sort. Company culture and morale in the Denver office has taken a noise dive the past 2 years, especially after the original CX manage left. Xero is beginning to feel like a corporate behemoth like Xerox. 

They're really big on promoting the company..."
"256","Apr 14, 2018","Developer","5.0","Current Employee - Anonymous Employee in Wellington, Wellington","Great people in New Zealand","Not the best wages in New Zealand"
"257","Apr 17, 2018","Be careful about which team","2.0","Former Employee - Anonymous Employee in Auckland, Auckland","If you’re in the right team, collaboration and mutual respect is there and makes it a great, positive and productive working environment.","If you’re *NOT* in the right team, collaboration and mutual respect is NOT there and makes it a NOT very great, negative and un-productive working environment.

No opportunities for growing into more senior roles - the trend seems to be to hire from outside rather than train people from within."
"258","Apr 24, 2018","Great place to work if you live in Australia or New Zealand, not so good in the US","2.0","Former Employee - Senior Product Manager in San Francisco, CA","Good benefits
Growing globally
Great exec leadership in the US
High potential for growth in the US although Intuit is the 800 pound gorilla.","Average salaries
Growing slowly in the USA
Poor engineering practices and system architecture
No open t diverse work styles
Overly middle management political
Mediocre executive management
Big company  fiefdom building is a real problem that needs to be addressed
Hiring practices leave a lot to be desired. Withdrawing offers and leaving great people hanging is not a good way to conduct business."
"259","Apr 27, 2018","Good atmosphere, low pay and lacking some direction","3.0","Current Employee - Anonymous Employee ","This is probably the most exciting company to work for if you want to be in the accounting or financial industry. Casual work environment and lots of cool stuff. However, it's a company that is certainly having issues growing here in the United States. It seems that the company is still incredibly focused on providing direction from New Zealand, which makes things a little difficult in the U.S. Almost all of the major...","Lower pay than similar positions with other companies.  Lacking directions"
"260","Apr 30, 2018","Global Marketing","5.0","Current Employee - Anonymous Employee ","Awesome people, that truly believe in the product we're developing.","Growing quickly, trying to run before we walk in many cases"
"261","May 1, 2018","Exciting place to work, especially with all the investment in great leadership.","5.0","Current Employee - Anonymous Employee ","Great culture and creative, interesting and dynamic work.","None at the present moment"
"262","May 2, 2018","Great Company with a modern Startup Culture, but pick a good team!","4.0","Former Employee - Team Leader in Wellington, Wellington","Cutting edge technology, ShipIt days, Rod Drury has the right vision and values, excellent grad program, great opportunities for younger people including interns and grads, interesting product, diversity is appreciated","Open plan office can be noisy, middle management not always well picked, high turnover, collaboration between different branches is not working well, limitted career options for older staff"
"263","May 4, 2018","Growing pains","3.0","Former Employee - Software Engineer ","+ plenty of interesting technical challenges to solve
+ good benefits
+ good workspace
+ flexible working
+ lots of great people
+ Rod Drury was a great CEO","- a lot (arguably too much) depends on the team you're in and on your manager. Some teams have it better than others, so there are lots of silos with people not even talking to each other and having completely different experiences 
- salary below market rate
- no clear career progression
- too much focus on breaking even at the expense of long term prospects of the business
- too many restructures with no good outcomes..."
"264","May 8, 2018","Only New Zealand employees matter","2.0","Former Employee - Anonymous Employee in Denver, CO","Good benefits, casual atmosphere. Snacks, drinks, lunches.","Environment changes quickly.  Hasty decisions are made and US employees opinions are not taken seriously."
"265","May 23, 2018","CX group","4.0","Former Employee - Anonymous Employee ","Lunch and breakfast once a week
People
Casual","No work from home, hard to grow if you don't want to move overseas"
"266","Jun 18, 2018","Current Employee","5.0","Current Employee - Anonymous Employee ","Growing company. Great culture. If you’re good with having to be adaptive this is the place to be!","Alignment at times is off."
"267","Jun 28, 2018","CX","5.0","Current Employee - CX Core ","Lots of growth opportunities if you show you want that","Sometimes things can be disorganised"
"268","Jul 8, 2018","Best place to work in Wellington (maybe in NZ too)","5.0","Current Employee - Software Developer in Wellington, Wellington","Great culture and nice office environment..

Fellow developers are fantastic people and super-talented too.. 

Over here, they just want Xero to be the last place you work in.. period.","On the technical end, Xero seems to be accumulating fair bit of legacy code and tech debt as we continue to grow larger and with an expansion of product offerings. We do not seem to be adopting or evaluating the latest tech stack fast enough and quite concerning is that we might not have a concrete plan of action on a company-wide tech stack adoption and migration plan. Why is this important? ultimately we are a beautiful..."
"269","Jul 11, 2018","Age discrimination.","1.0","Current Employee - Customer Service Agent in Denver, CO","Free snacks, monthly birthday party.","Starting around early 2017 they seemed to systematically start getting rid of older employees who were good workers. 50 and above seems to be the target age. They’d then replace them with new hires in their mid 20s. Is it a cost savings move? I honestly don’t know for sure. It became obvious when a long time employee was fired for no apparent reason a month after their 50th birthday. 

It’s like the movie Logan’s Run...."
"270","Jul 19, 2018","Multiple Titles","5.0","Current Employee - Anonymous Employee ","Fantastic people, fantastic culture, and some awesome perks. The company will also give you a lot of opportunity to progress and develop your skills (more so than any other company), provided that you are motivated to do the best work of your life, and exceeding expectations.","Not many cons really stand out. If you're someone that doesn't like a lot of change, then please note that it is a company with a lot of change. However, they will always put processes in place to ensure that change goes as smoothly as possible."
"271","Jul 23, 2018","Marketing","3.0","Former Employee - Anonymous Employee in Wellington, Wellington","Global organisation. Nice work environment. Good work life balance.","Poor management/managers. Non-techies managers leading tech teams didn't work. No real career progression options. More of whom you know approach."
"272","Jul 26, 2018","Great place to work","5.0","Former Employee - Senior Site Reliability Engineer in Wellington, Wellington","Flexible work arrangements (i.e., working from home or wherever at the office you feel more productive). Both company and managers are sensible to both personal and professional needs. Do expect to get support from the company if you have an issue you need to address. Be it small (I need to go to the dentist today) or quite large (My partner/child is sick and I will need someone else's doing my stuff while I'm away)....","Not much, really. I don't think there are better companies to work if you're in New Zealand."
"273","Jul 29, 2018","Marketing Position","2.0","Former Employee - Marketing Team in Melbourne","Flexibility to work from home.
Was paid well.","No on-boarding procedure at all. Was never supported by my manager during my first few months. Was thrown in the deep end and expected to swim.
Lots of internal backstabbing in the Australian marketing team. Some horrible team members souring the pot.
This company poached me from another job and promised the world. They used me up and spat me out like I was garbage. I worked long hours and was never treated like ""family""...."
"274","Aug 1, 2018","Good place, need better people managers","4.0","Former Employee - Anonymous Employee ","Great place for work life balance","leadership is a little disconnected"
"275","Aug 7, 2018","Product Owner","4.0","Current Employee - Anonymous Employee ","learning culture. good atmosphere. flat corporate structure. autonomy.","too many tech choices, therefore lack of consistent text standards across the company"
"276","Aug 8, 2018","Open, fun and fast growing!","5.0","Current Employee - DIrect Account Manager in Auckland, Auckland","Great culture, flexible and awesome work environment","Nothing to complain about, was great working there"
"277","Aug 14, 2018","Fun place but micro managed","3.0","Former Employee - Anonymous Employee ","Fun office environment and team collaboration.  Upper management were really great welcomed feedback","Middle management micromanaged sales team"
"278","Aug 20, 2018","Product Manager","3.0","Former Employee - Anonymous Employee ","Flexible hours, fun events, company is trying to provide additional benefits for employees like training etc.","environments is not very collaborative, top heavy, lack of autonomy, very political. your success depends on how well you know the people in New Zealand"
"279","Aug 21, 2018","Great company, excellent benefits, smart coworkers & interesting challenges","5.0","Former Employee - Senior Software Engineer in Wellington, Wellington","I worked in the Wellington office. Definitely recommend Xero to others as it's a very healthy company with an excellent working environment for engineers in NZ. Xero operates at scale and has a bunch of interesting engineering problems as a result, and while it depends on the pod you're being hired in to (sometimes you may have an option of more than one team if your PX rep/hiring manager thinks you may be a better fit...","Xero currently retains its startup hunger & speed due to its roots, but this will have to be maintained and as the company continues to grow it is taking on more of an enterprise nature as is expected.

As it has grown so fast there are spots of tech debt that are proving tricky to revise, and some projects are hurried to meet deadlines that may impact you, as well as resulting in classic large company comms issues...."
"280","Aug 28, 2018","Great place to work","5.0","Former Employee - Quality Assurance Analyst in Canberra","- Incredibly supportive team
- Great managers
- You get to work with some amazing technologies
- No other tech jobs in Canberra like it","Nothing that I can think of"
"281","Sep 17, 2018","Aeful","1.0","Former Employee - Anonymous Employee ","Benefits was really good to have","Communication is not the key here"
"282","Sep 20, 2018","An awesome place to work","5.0","Current Employee - Sales Support in Toronto, ON","Rapidly expanding
Many opportunities to progress 
Awesome team support and work-life balance","You must be able to adapt to change."
"283","Sep 24, 2018","Practice Products","3.0","Current Employee - Senior Software Developer in Auckland, Auckland","Nice facilities. Flexible hours. Relatively good freedom for developers to make decisions.","Raises and promotions are based on who you know, what you say and who you complement, very little to do with your work related skills, effort or accomplishments. Hiring is often similar. 

A lot of your workmates will slack off, sometimes not even turn up to work, or consistently turn up late and leave early. When you put in the work to compensate for their lazy arses, you will be rewarded with the same inflation adjustment..."
"284","Sep 29, 2018","Was a great company to work for when they were smaller. They are no longer a startup, they are now corporate.","3.0","Former Employee - Analyst in Denver, CO","The people below management are absolutely the best thing about this company. So many great, smart and fun people working hard to keep things going.","Management has lost all sense of the values of the company. Especially the #human value."
"285","Oct 5, 2018","The hardest part of my day is deciding which poke place to walk to","5.0","Current Employee - Manager in Denver, CO","Awesome environment. Top notch office. Everyone is super laid back. Everyone’s nice. Tons of good talent and intelligent people all over the place. All the best tools to do your job. Super collaborative. And of course, free food.","It’s a growing company. You can get overwhelmed pretty easily by how much is changing and going on all at once. But all successful startups are like this at first. It’s never smooth but you can tell the trajectory is good."
"286","Oct 9, 2018","Enjoyable place to work","4.0","Former Employee - Sales in Denver, CO","You'll work with genuinely good people; people who you can hang out with at and after work. 

It hasn't been this way in the past, but the Denver office is growing in scope so I expect there to be lots of future opportunities for career growth within the company.","There are grumblings about Xero becoming too corporate-y. In my opinion, it's just a personal tolerance. Xero is becoming a mature company so if you want a super fast -paced ""break things"" type startup, I'd recommend looking elsewhere."
"287","Oct 15, 2018","Account Manager","5.0","Former Employee - Account Manager in Milton Keynes, England","This place is truly special! 
Great working environment 
Great learning opportunities 
Awesome extras i.e. bonuses, treats etc. 
Challenging (in a learn and grow way) pace 
If you reading this and weighing it up I can tell you this. They are hardly any places like Xero, you will grow, develop have fun and make friends. If that sounds like a bit of you, apply here.","Very little; 
Tough targets (but hey, it's a hyper-growth company) Surely you want to be at a place where you can develop?"
"288","Oct 24, 2018","Team Leader","4.0","Former Employee - Team Leader in Wellington, Wellington","Culture
People 
Innovative 
Let's you drive your own career","None that I have to list"
"289","Oct 28, 2018","Best decision to join!","5.0","Current Employee - Customer Experience in Milton Keynes, England","The culture, company values, opportunities to develop and progress","Hyper-growth pace is something you need to be able to adapt to & build resilience"
"290","Oct 28, 2018","Great mission and people, still growing up","4.0","Former Employee - Anonymous Employee in San Francisco, CA","The people, the mission, the culture, the customers","Headquarters in New Zealand where almost all important decisions are made and many don't have the mindset needed for the growth desired"
"291","Nov 14, 2018","CX specialist","5.0","Current Employee - Anonymous Employee ","It has a great company culture.","Company culture is becoming more corporate and less like a start-up than it was before."
"292","Nov 19, 2018","Site Reliability Engineer","4.0","Former Employee - Site Reliability Engineer in Wellington, Wellington","Very nice company to work for. The office vibe is fantastic. The culture at Xero is one of its best features.","Sometimes management decisions don't align with purpose."
"293","Jan 6, 2019","Great place to work","5.0","Former Employee - Developer in Wellington, Wellington","Really liked the freedom that they give the teams to solve their own problems and own the thing they are building. This means that if you decide to use the latest and greatest, nobody will really stop you (for new projects anyway).","If you end up in a fun team it's a super amazing place to work, but if you end up in a team that's not that motivated or you have a couple heavy personalities, you might get frustrated."
"294","Jan 17, 2019","Great place to work!","5.0","Current Employee - Channel Manager in San Francisco, CA","-Tons of growth opportunities if you work hard, speak up, and get sh*t done
-In the last few years we have promoted/hired more women in executive/higher ranking positions
-Company lives up to its core values and supports employees through tough times
-Becoming more diverse everyday
-Flexible working schedule 
-Awesome offices
-Tons of transparency 
-Truly disrupting an industry and providing small businesses with...","We have gone through growing pains like any high growth company and we are constantly evolving in order to improve ourselves. That consistent evolution might not be right for some but it really is in an effort to ensure we are the best in the industry."
"295","Jan 23, 2019","Good place to start out","4.0","Former Employee - Anonymous Employee ","Fast , growing, challenging  allows you to learn on the go","Middle management are trying to prove their worth and all this does is disrupt employees"
"296","Jan 29, 2019","Developer","5.0","Current Employee - Anonymous Employee ","Great environment and they're always trying to improve. Friendly and clever people and work life balance is valued here.","There are some bad pockets of the company that could do with some stronger leadership and some things are difficult to change."
"297","Feb 5, 2019","It just keeps getting better","5.0","Current Employee - Anonymous Employee in Milton Keynes, England","Being able to bring your whole self to work really means the world to me and Xero works hard to create an environment that everyone is welcome, included, valued and able to contribute. Wonderful people, wonderful environment, wonderful business! Values are at the heart of everything at Xero and that means both inside and outside Xero.","If in a Global role, it is difficult sometimes with evening calls but if passionate about your role there are immense benefits!"
"298","Feb 10, 2019","Not Human","1.0","Former Employee - Sales ","Initially it seemed like a great organization that valued each employee.","Poor leadership, no equal opportunity. Upon returning from a leave I was let go without a good reason. Everything may look good on the outside but speak to some people that have worked there before considering joining."
"299","Feb 19, 2019","Remember you're running a professional business not a NFP nursery","2.0","Current Employee - Technical Migration Analyst in Milton Keynes, England","Free fizzy drinks, bread, fruit","Unprofessional culture
Too many games
Bad salary
Culture not aligned with company vision"
"300","Feb 22, 2019","A simply breathtaking company to work for","5.0","Current Employee - Manager in Milton Keynes, England","The culture in this place is second to none from my experience. Every individual is made to feel important and we, in turn, feel personally responsible for the company's success. Generally speaking, those that work here are incredibly proud to do so and are real ambassadors for the company.

Let's be honest, on the face of it accounting software is not sexy but somehow Xero have managed to make it so and there is a...","With so many creative minds in one place we do tend to come up with a million and one ideas for changes we'd like to make but often try to do them all at once so sometimes we just need to take a deep breath and prioritise.  Having said that, it definitely keeps you on your toes and for me personally, that makes it an exciting place to be."
"301","Feb 22, 2019","Great company, great culture","5.0","Current Employee - Sales in Auckland, Auckland","lives by it's values, respects and values people as real people and not just ""resources""","still has a bit of growing up to do - it's a large enough now that planning becomes more important, but decisions can flip-flop or take too long"
"302","Mar 6, 2019","Outstanding company to work for - and a market leader in so many ways...","5.0","Current Employee - Anonymous Employee in Milton Keynes, England","Xero is unique.  I have worked for the company for over two years and feel proud to be a member of such a positive, empowering and dynamic company.  The values the company have are sincere, genuine and referenced all the time.  There is a culture that really motivates everyone to do 'the best work of your life'.  Of course, the success of the company breeds positivity and a 'can do' approach but the leadership of the...","It's difficult to think of a 'con'.  I guess we, like all hyper-growth companies, have the challenge to maintain our outstanding growth for the mid to long term but I'm super confident that with the leadership of the company and the ultra smart people across the globe that if anyone can do that, Xero can."
"303","Mar 19, 2019","Empowering place to contribute to have your work matter","5.0","Current Employee - Sales in Hawthorn","Highly engaged teams wanting & willing everyone to contribute. Regardless of business unit, office location the culture and vibe is same.

Smart, positive people making an impact","Scalability problems caused by hyper growth holding us back from achieving even more; common Saas growth issues"
"304","Mar 25, 2019","Great people","4.0","Current Employee - Anonymous Employee ","• Global company with strong internal communications
• Inclusive work culture
• UK team and market growth offers lots of variety in projects","• Progressing and learning conversations are hard to keep the momentum
• HQ is in the opposite timezone so lots of early / late calls
• Milton Keynes vs London offices creates a disjoint"
"305","Apr 6, 2019","Changes enough to keep things interesting","5.0","Current Employee - Anonymous Employee in Wellington, Wellington","A growing company with plenty of change and growth for the better","On the flip side, if you don’t like that kind of change in your role teams and technology environment, Xero is not for you"
"306","Apr 7, 2019","#human place to work","5.0","Current Employee - Anonymous Employee in Melbourne","Quality of people, personal alignment with values, ability to make an impact on customers, everyone's viewpoint is heard","growing pains, internal alignment not always there"
"307","Apr 9, 2019","Lots of opportunities for the right people","3.0","Current Employee - Anonymous Employee ","Growing company with lots of jobs. Social events and progressive outlook.","Is accounting software which isn’t exciting for many people."
"308","Apr 10, 2019","Unfulfilling Environment Where Not Much Gets Done","2.0","Former Employee - Anonymous Employee in Denver, CO","* Catered meals twice a week
* Nice location
* Some interesting benefits ($25 a month allowance for health/wellness costs, Eco pass, etc) 
* Very flexible for work/life balance","* No one seems to work here, there are no consequences for missed deadlines, and there's no accountability. I've seen people literally just play video games at their desk - not even bothering to hide it - because nothing will be done. 
* No one in Denver is empowered to make a decision. Everything must be run through NZ and that process can take weeks to months... if a decision is even made.
* The benefits package is..."
"309","Apr 11, 2019","Best company in new zealand","5.0","Current Employee - Software Developer in Auckland, Auckland","Nice  people, flat structure,  respect employee","Sometimes strategy change make people lost"
"310","Apr 12, 2019","Great place overall to work for, but need to invest more on managers","4.0","Current Employee - Anonymous Employee in Melbourne","Great values, especially #human, that the vast majority of the employees, middle managers, leadership team (including the CEO) tend to follow. 
Wonderful co-workers.
Good work/life balance.
Interesting challenges, both operational (moving from start-up to mid-size company) and strategic (building new technologies to deliver new experiences).
Still small enough for most people to interact with various parts of the...","Managers, managers, managers: They are the reason people stay and people leave. The new manager training and ongoing support is really not good enough to create a consistent culture of great managers, which results in some poor decisions due to inconsistencies and inexperience. 
There are some bad apples in senior management who act like the company values and overall good management practices don't apply to them. ..."
"311","Apr 15, 2019","Fun place to work","5.0","Current Employee - Graduate Developer in Wellington, Wellington","Great culture, wonderful place to start a career and excellent personal development opportunities","I can not see any cons yet"
"312","Apr 16, 2019","Great place to work","5.0","Former Employee - Anonymous Employee in Wellington, Wellington","Worked here for 4.5 years, loved it. Really inviting environment and great people to work with. 

Fast paced environment as it's continually growing and moving forward. 

Amazing people and culture.","Not many but keep up transparency"
"313","Apr 17, 2019","Great place to work","5.0","Former Employee - Customer Experience Specialist in Wellington, Wellington","Heaps of opportunity and growth","Cannot think of any. Honestly"
"314","Apr 19, 2019","Great place to work","4.0","Former Employee - Anonymous Employee ","Nice collaborative environment - the feel of a startup with the certainty of a stable company","Bit hard to get pay raises"
"315","Apr 25, 2019","Great place","5.0","Current Employee - Product Manager in Christchurch, Canterbury","Nice team, great location and interesting industry.","A product that is difficult to scale."
"316","Apr 26, 2019","Working at Xero","2.0","Current Employee - Anonymous Employee ","Excellent place to learn the ropes if starting off in the field. 
Really good flexible hours.","Lack of forward mobility. Few internal promotions esp for people who go through the grad program - would rather hire external engineers to fill in senior and leadership roles. Hard to find a reason to stay after a couple of years."
"317","Apr 29, 2019","Junior Analyst","5.0","Former Employee - Anonymous Employee ","Great place to work. Awesome :)","It is all good every day"
"318","Apr 30, 2019","Senior Account Manager","4.0","Current Employee - Anonymous Employee ","Great Flexibility and autonomy.","career progression is minimal"
"319","Apr 30, 2019","Failing leadership","2.0","Former Employee - Sales in Denver, CO","*Some great people to work with.
*Opportunity to face new challenges","*People dropping like flies.. (on their own and by the company)
*Political and secretive
*Unlikely to receive raises and incentive
*Big competition"
"320","May 2, 2019","Such an awesome place to work!","5.0","Current Employee - Anonymous Employee ","Awesome team, Flexible hours, travel benefits, hip office space","Teams sometimes work in silo, there needs to be more cross team collaborations"
"321","May 7, 2019","Good company culture with no direction","3.0","Former Employee - Software Developer in Wellington, Wellington","The company genuinely cares about the wellbeing of its employees. It pays fairly well if you’re hired outside of the grad scheme. There are some nice company perks.","The technical work was slow and undirected. The teams achieved virtually nothing and no one seemed to mind. There was almost no technical leadership. Everything was ‘decided as a group’ and therefore not decided at all."
"322","May 14, 2019","Challenging for US leaders and teams","2.0","Current Employee - Anonymous Employee ","The potential for business growth in US","CEO's lack of trust in US-based leaders and teams
Decisions made by people who don't understand US market"
"323","May 14, 2019","Gone are the good days","3.0","Former Employee - Project Manager ","Great facilities and very casual workplace. You don't have to think about what to wear everyday.
Employees get new company tshirts every year.
Employees share scheme for permanent employees, but only fully allocated after three years working there.
The product used to be number one in the market and used to sell itself.","Leadership team (especially in AU) has become quite toxic in recent last couple of years. There are way too many gossips around the company now (because you can't really talk openly anymore) with new managers trying to bring their mates in etc... People don't get promoted for being good at what they do. 
All promotions happen either in Sydney or Melbourne, a lot of the times you wouldn't even know what roles are up for..."
"324","May 16, 2019","Best company I have worked for","5.0","Current Employee - Customer Experience Specialist in Melbourne","- Good Salary
- Good culture
- Career Growth
- Lots of benefits
- Employees are looked after","- Lots of processes within our work
- Late shifts to cover the queues, but can be negotiated"
